madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
89849,0,100887,0,0,,minnetsizce,0,1,,0,0,0,,minnetsi'zce,,,minnetsizce,,"[{'anlam_id': '117304', 'madde_id': '89849', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Minnetsiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89850,0,100888,0,0,,minnetsizlik,0,1,ği,0,0,0,,,,,minnetsizlik,,"[{'anlam_id': '117305', 'madde_id': '89850', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Minnetsiz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89851,0,100889,0,0,,münasebetsizce,0,1,,0,0,0,,münasebetsi'zce,,,munasebetsizce,,"[{'anlam_id': '117306', 'madde_id': '89851', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Münasebetsiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89852,0,100890,0,0,,nezaketsizce,0,1,,0,0,0,,nezaketsi'zce,,,nezaketsizce,,"[{'anlam_id': '117307', 'madde_id': '89852', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Nezaketsiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89853,0,100891,0,0,,rütbesizlik,0,1,ği,0,0,0,,,,,rutbesizlik,,"[{'anlam_id': '117308', 'madde_id': '89853', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Rütbesiz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89854,0,100892,0,0,,sebepsizlik,0,1,ği,0,0,0,,,,,sebepsizlik,,"[{'anlam_id': '117309', 'madde_id': '89854', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sebepsiz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89855,0,100893,0,0,,sevimsizce,0,1,,0,0,0,,sevimsi'zce,,,sevimsizce,,"[{'anlam_id': '117310', 'madde_id': '89855', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sevimsiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89856,0,100894,0,0,,seviyesizce,0,1,,0,0,0,,seviyesi'zce,,,seviyesizce,,"[{'anlam_id': '117311', 'madde_id': '89856', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Düzeysizce', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89857,0,100895,0,0,,şöhretsizlik,0,1,ği,0,0,0,,,,,sohretsizlik,,"[{'anlam_id': '117312', 'madde_id': '89857', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Şöhretsiz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89858,0,100896,0,0,,sargı yeri,0,1,,0,0,0,,,,,sargi yeri,,"[{'anlam_id': '117313', 'madde_id': '89858', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Savaş, deprem vb. durumlarda yaralılara ilk yardımın yapılabilmesi için geçici olarak kurulan nokta', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89859,0,100897,0,2,,pisi,0,1,,0,0,393,Rumca,,,,pisi,,"[{'anlam_id': '117314', 'madde_id': '89859', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Pisi balığı', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '53', 'tur': '1', 'tam_adi': 'hayvan bilimi', 'kisa_adi': 'hay. b.', 'ekno': '102'}]}]",
89860,0,100898,0,0,,yozlaşık,0,1,,0,0,0,,,,,yozlasik,,"[{'anlam_id': '117315', 'madde_id': '89860', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yozlaşmış', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}]",
89861,0,100899,0,0,,yozlaşıklık,0,1,ğı,0,0,0,,,,,yozlasiklik,,"[{'anlam_id': '117316', 'madde_id': '89861', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yozlaşık olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89862,0,100900,0,0,,tecrübesizce,0,1,,0,0,0,,tecrübesi'zce,,,tecrubesizce,,"[{'anlam_id': '117317', 'madde_id': '89862', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tecrübesiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89863,0,100901,0,0,,ümitsizce,0,1,,0,0,0,,ümitsi'zce,,,umitsizce,,"[{'anlam_id': '117318', 'madde_id': '89863', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Umutsuzca', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89864,0,100902,0,0,,yüreksizce,0,1,,0,0,0,,yüreksi'zce,,,yureksizce,,"[{'anlam_id': '117319', 'madde_id': '89864', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yüreksiz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89865,0,100903,0,0,,arzusuzluk,0,1,ğu,0,0,0,,,,,arzusuzluk,,"[{'anlam_id': '117320', 'madde_id': '89865', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Arzusuz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89866,0,100904,0,0,,arzusuzca,0,1,,0,0,0,,arzusu'zca,,,arzusuzca,,"[{'anlam_id': '117321', 'madde_id': '89866', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Arzusuz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89867,0,100905,0,0,,falsosuzluk,0,1,ğu,0,0,0,,,,,falsosuzluk,,"[{'anlam_id': '117322', 'madde_id': '89867', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Falsosuz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89868,0,100906,0,0,,hoşnutsuzca,0,1,,0,0,0,,hoşnutsu'zca,,,hosnutsuzca,,"[{'anlam_id': '117323', 'madde_id': '89868', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Hoşnutsuz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89869,0,100907,0,0,,kokusuzluk,0,1,ğu,0,0,0,,,,,kokusuzluk,,"[{'anlam_id': '117324', 'madde_id': '89869', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kokusuz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89870,0,100908,0,0,,nüfuzsuzluk,0,1,ğu,0,0,0,,,,,nufuzsuzluk,,"[{'anlam_id': '117325', 'madde_id': '89870', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Nüfuzsuz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89871,0,100909,0,0,,ruhsuzca,0,1,,0,0,0,,ruhsu'zca,,,ruhsuzca,,"[{'anlam_id': '117326', 'madde_id': '89871', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ruhsuz bir biçimde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89872,0,100910,0,0,,şuursuzca,0,1,,0,0,0,,şuursu'zca,,,suursuzca,,"[{'anlam_id': '117327', 'madde_id': '89872', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bilinçsizce', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89873,0,100911,0,0,,vurgusuzluk,0,1,ğu,0,0,0,,,,,vurgusuzluk,,"[{'anlam_id': '117328', 'madde_id': '89873', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Vurgusuz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89874,0,100913,0,0,,özürsüzlük,0,1,ğü,0,0,0,,,,,ozursuzluk,,"[{'anlam_id': '117329', 'madde_id': '89874', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Özürsüz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89875,0,100914,0,0,,üstsüzlük,0,1,ğü,0,0,0,,,,,ustsuzluk,,"[{'anlam_id': '117330', 'madde_id': '89875', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Üstsüz olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89876,0,100915,0,0,,alkollülük,0,1,ğü,0,0,0,,,,,alkolluluk,,"[{'anlam_id': '117331', 'madde_id': '89876', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Alkollü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89877,0,100916,0,0,,gani gönüllülük,0,1,ğü,0,0,0,,,,,gani gonulluluk,,"[{'anlam_id': '117332', 'madde_id': '89877', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Gani gönüllü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89878,0,100917,0,0,,kısa görüşlülük,0,1,ğü,0,0,0,,,,,kisa gorusluluk,,"[{'anlam_id': '117333', 'madde_id': '89878', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Dar görüşlülük', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89879,0,100918,0,0,,kısa ömürlülük,0,1,ğü,0,0,0,,,,,kisa omurluluk,,"[{'anlam_id': '117334', 'madde_id': '89879', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kısa ömürlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89880,0,100919,0,0,,ömürlülük,0,1,ğü,0,0,0,,,"kısa ömürlülük, uzun ömürlülük",,omurluluk,,"[{'anlam_id': '117335', 'madde_id': '89880', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ömürlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89881,0,100920,0,0,,öngörülülük,0,1,ğü,0,0,0,,,,,ongorululuk,,"[{'anlam_id': '117336', 'madde_id': '89881', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Öngörülü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89882,0,100921,0,0,,özlülük,0,1,ğü,0,0,0,,,,,ozluluk,,"[{'anlam_id': '117337', 'madde_id': '89882', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Özlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89883,0,100922,0,0,,özürlülük,0,1,ğü,0,0,0,,,,,ozurluluk,,"[{'anlam_id': '117338', 'madde_id': '89883', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Özürlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89884,0,100923,0,0,,sağgörülülük,0,1,ğü,0,0,0,,,,,saggorululuk,,"[{'anlam_id': '117339', 'madde_id': '89884', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Basiretlilik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89885,0,100924,0,0,,sulu gözlülük,0,1,ğü,0,0,0,,,,,sulu gozluluk,,"[{'anlam_id': '117340', 'madde_id': '89885', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sulu gözlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89886,0,100925,0,0,,süslülük,0,1,ğü,0,0,0,,,,,susluluk,,"[{'anlam_id': '117341', 'madde_id': '89886', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Süslü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89887,0,100926,0,0,,tatlı sözlülük,0,1,ğü,0,0,0,,,,,tatli sozluluk,,"[{'anlam_id': '117342', 'madde_id': '89887', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tatlı dillilik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89888,0,100927,0,0,,uzun ömürlülük,0,1,ğü,0,0,0,,,,,uzun omurluluk,,"[{'anlam_id': '117343', 'madde_id': '89888', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Uzun ömürlü olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89889,0,100928,0,0,,boynuzluluk,0,1,ğu,0,0,0,,,,,boynuzluluk,,"[{'anlam_id': '117344', 'madde_id': '89889', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Boynuzlu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89890,0,100929,0,0,,bursluluk,0,1,ğu,0,0,0,,,,,bursluluk,,"[{'anlam_id': '117345', 'madde_id': '89890', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Burslu olma durumu, bursiyerlik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89891,0,100930,0,0,,iyi huyluluk,0,1,ğu,0,0,0,,,,,iyi huyluluk,,"[{'anlam_id': '117346', 'madde_id': '89891', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'İyicillik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89892,0,100931,0,0,,kötü huyluluk,0,1,ğu,0,0,0,,,,,kotu huyluluk,,"[{'anlam_id': '117347', 'madde_id': '89892', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kötü huylu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89893,0,100932,0,0,,raporluluk,0,1,ğu,0,0,0,,,,,raporluluk,,"[{'anlam_id': '117348', 'madde_id': '89893', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Raporlu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89894,0,100933,0,0,,sağduyululuk,0,1,ğu,0,0,0,,,,,sagduyululuk,,"[{'anlam_id': '117349', 'madde_id': '89894', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sağduyulu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89895,0,100934,0,0,,üç boyutluluk,0,1,ğu,0,0,0,,,,,uc boyutluluk,,"[{'anlam_id': '117350', 'madde_id': '89895', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Üç boyutlu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89896,0,100936,0,0,,yavukluluk,0,1,ğu,0,0,0,,,,,yavukluluk,,"[{'anlam_id': '117351', 'madde_id': '89896', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yavuklu olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89897,0,100937,0,0,,kukumav,1,1,,0,0,393,Rumca,,,,kukumav,,"[{'anlam_id': '117352', 'madde_id': '89897', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kukumav kuşu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]","[{'madde_id': '89898', 'madde': 'kukumav gibi', 'on_taki': None}]"
89898,0,100937,1,0,,kukumav gibi,0,1,,0,0,0,,,,,kukumav gibi,,"[{'anlam_id': '117353', 'madde_id': '89898', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'tek başına, kimsesiz', 'gos': '0', 'orneklerListe': [{'ornek_id': '33899', 'anlam_id': '117353', 'ornek_sira': '1', 'ornek': 'Çıkmış, kukumav gibi oraya tünemiş!', 'kac': '1', 'yazar_id': '34', 'yazar': [{'yazar_id': '34', 'tam_adi': 'Attila İlhan', 'kisa_adi': 'A. İlhan', 'ekno': '165'}]}]}]",
89899,0,100938,0,0,,ışık değneği,0,1,,0,0,0,,,,,isik degnegi,,"[{'anlam_id': '117354', 'madde_id': '89899', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir ışık kaynağından yayılan yoğun aydınlık, hüzme', 'gos': '0', 'orneklerListe': [{'ornek_id': '33900', 'anlam_id': '117354', 'ornek_sira': '1', 'ornek': 'Program dağıtan kızlar şimdi fenerlerin ışık değneğiyle gecikenlere yol gösteriyorlar.', 'kac': '1', 'yazar_id': '13', 'yazar': [{'yazar_id': '13', 'tam_adi': 'Yusuf Ziya Ortaç', 'kisa_adi': 'Y. Z. Ortaç', 'ekno': '139'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89900,0,100939,0,0,,şua tedavisi,0,1,,0,0,0,,,,,sua tedavisi,,"[{'anlam_id': '117355', 'madde_id': '89900', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Işın tedavisi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89901,0,100940,0,0,,engelleyici,0,2,,0,0,0,,,,,engelleyici,,"[{'anlam_id': '117356', 'madde_id': '89901', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Engelleme özelliği olan (kimse veya şey)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}, {'anlam_id': '117357', 'madde_id': '89901', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Depolanan benzinlerde gazlaşmayı, yağlama yağlarındaki renk değişimini, türbin yakıtlarında korozyonun istenmeyen etkilerini önleme veya geciktirme vb. amaçlar için kullanılan, petrol ürünlerinde doğal olarak bulunan veya çok küçük oranlarda sonradan katılan bir madde, önleyici, inhibitör', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
89902,0,100941,0,0,,irkilteç,0,1,ci,0,0,0,,,,,irkiltec,,"[{'anlam_id': '117358', 'madde_id': '89902', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Deri altına yerleştirilerek kalbin atışını düzenleyen cihaz', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '85', 'tur': '1', 'tam_adi': 'tıp', 'kisa_adi': 'tıp', 'ekno': '307'}]}]",
89903,0,100942,0,0,,pacemaker,0,1,,0,0,18,İngilizce pacemaker,,,,pacemaker,,"[{'anlam_id': '117359', 'madde_id': '89903', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': '343 irkilteç', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '85', 'tur': '1', 'tam_adi': 'tıp', 'kisa_adi': 'tıp', 'ekno': '307'}]}]",
89904,0,100943,0,0,,düzgü,0,1,,0,0,0,,,,,duzgu,,"[{'anlam_id': '117360', 'madde_id': '89904', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Norm', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '57', 'tur': '1', 'tam_adi': 'felsefe', 'kisa_adi': 'fel.', 'ekno': '106'}, {'ozellik_id': '62', 'tur': '1', 'tam_adi': 'toplum bilimi', 'kisa_adi': 'top. b.', 'ekno': '113'}]}]",
89905,0,100944,0,0,,bilerek,0,1,,0,0,0,,,,,bilerek,,"[{'anlam_id': '117361', 'madde_id': '89905', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'İsteyerek, kasten', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}]",
89906,0,100945,0,0,,baobap ağacı,0,1,,0,0,0,,,,,baobap agaci,,"[{'anlam_id': '117362', 'madde_id': '89906', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Baobap', 'gos': '0', 'orneklerListe': [{'ornek_id': '33901', 'anlam_id': '117362', 'ornek_sira': '1', 'ornek': 'Baobap ağaçları görmüş bir seyyah için çam ormanı o kadar az çekicidir ki...', 'kac': '1', 'yazar_id': '15', 'yazar': [{'yazar_id': '15', 'tam_adi': 'Refik Halit Karay', 'kisa_adi': 'R. H. Karay', 'ekno': '142'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '41', 'tur': '1', 'tam_adi': 'bitki bilimi', 'kisa_adi': 'bit. b.', 'ekno': '90'}]}]",
89907,0,100946,0,0,,insansız bölge,0,2,,0,0,0,,,,,insansiz bolge,,"[{'anlam_id': '117363', 'madde_id': '89907', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Coğrafi şartları bakımından insanın yaşamasına uygun olmayan arazi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '117364', 'madde_id': '89907', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Güvenlik amacıyla boşaltılmış arazi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '73', 'tur': '1', 'tam_adi': 'askerlik', 'kisa_adi': 'ask.', 'ekno': '124'}]}]",
